CREATIVE,LINK,SPONSOR,CATEGORY,CATEGORY-STATE,L,MARKET,DISTRICT,MEDIA,AIRDATE,AIRTIME,DAYPART,STATION,AFFILIATE,PROGRAM,PROGRAM TYPE,EST. COST,AD TYPE,AFFILIATION,ELECTION,ISSUE,LEVEL,RACE,TONE,YEAR,NIELSENDMAID,MARKET-STATE
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","RALEIGH","N/A","Spot TV","01/09/2020","17:38:46","EARLY FRINGE","WRAL","NBC","WRAL NEWS AT 5:30PM","NEWSCAST (LOCAL ONLY)","1030","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","560","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","RALEIGH","N/A","Spot TV","01/09/2020","18:23:19","EARLY NEWS","WRAL","NBC","WRAL NEWS AT 6PM","NEWSCAST (LOCAL ONLY)","1390","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","560","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","RALEIGH","N/A","Spot TV","01/09/2020","19:21:51","PRIME ACCESS","WRAL","NBC","INSIDE EDITION","ENTERTAINMENT MAGAZINE","840","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","560","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","RALEIGH","N/A","Spot TV","01/09/2020","23:13:07","LATE NEWS","WRAL","NBC","WRAL NEWS AT 11PM","NEWSCAST (LOCAL ONLY)","1190","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","560","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","RALEIGH","N/A","Spot TV","01/10/2020","08:49:48","EARLY MORNING","WRAL","NBC","TODAY SHOW-NBC ","NEWS FORUM/INTERVIEW/VARIED FORMAT","370","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","560","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","RALEIGH","N/A","Spot TV","01/10/2020","19:54:12","PRIME ACCESS","WRAL","NBC","ENTERTAINMENT TONIGHT","ENTERTAINMENT MAGAZINE","840","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","560","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","RALEIGH","N/A","Spot TV","01/11/2020","07:58:30","EARLY MORNING","WRAL","NBC","WRAL NEWS SATURDAY MORNI","NEWSCAST (LOCAL ONLY)","310","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","560","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","RALEIGH","N/A","Spot TV","01/12/2020","00:35:40","LATE FRINGE","WRAL","NBC","SATURDAY NIGHT LIVE-NBC","VARIETY - GENERAL","240","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","560","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","RALEIGH","N/A","Spot TV","01/12/2020","08:25:52","EARLY MORNING","WRAL","NBC","SUNDAY TODAY","NEWS FORUM/INTERVIEW/VARIED FORMAT","320","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","560","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","RALEIGH","N/A","Spot TV","01/12/2020","18:28:58","EARLY FRINGE","WRAL","NBC","WRAL NEWS SUNDAY","NEWSCAST (LOCAL ONLY)","450","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","560","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","RALEIGH","N/A","Spot TV","01/12/2020","23:23:33","LATE NEWS","WRAL","NBC","WRAL NEWS AT 11PM","NEWSCAST (LOCAL ONLY)","1300","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","560","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","RALEIGH","N/A","Spot TV","01/01/2020","23:24:59","LATE FRINGE","WRAZ","FOX","ACCESS HOLLYWOOD","ENTERTAINMENT MAGAZINE","160","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","560","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","RALEIGH","N/A","Spot TV","01/02/2020","05:37:55","EARLY MORNING","WRAZ","FOX","WRAL NEWS AT 5AM","NEWSCAST (LOCAL ONLY)","20","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","560","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","RALEIGH","N/A","Spot TV","01/02/2020","08:42:10","EARLY MORNING","WRAZ","FOX","WRAL 8AM NEWS ON FOX50","NEWSCAST (LOCAL ONLY)","310","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","560","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","RALEIGH","N/A","Spot TV","01/02/2020","09:59:01","DAYTIME","WRAZ","FOX","WRAL 9AM NEWS ON FOX50","NEWSCAST (LOCAL ONLY)","240","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","560","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","RALEIGH","N/A","Spot TV","01/02/2020","10:41:10","DAYTIME","WRAZ","FOX","WENDY WILLIAMS SHOW","TALK","200","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","560","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","RALEIGH","N/A","Spot TV","01/02/2020","19:50:51","PRIME ACCESS","WRAZ","FOX","FAMILY FEUD","GAME SHOW","470","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","560","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","RALEIGH","N/A","Spot TV","01/03/2020","06:13:08","EARLY MORNING","WRAZ","FOX","WRAL MORNING NEWS","NEWSCAST (LOCAL ONLY)","30","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","560","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","RALEIGH","N/A","Spot TV","01/03/2020","22:40:10","LATE NEWS","WRAZ","FOX","WRAL'S 10PM NEWS ON FOX5","NEWSCAST (LOCAL ONLY)","630","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","560","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","RALEIGH","N/A","Spot TV","01/06/2020","05:55:55","EARLY MORNING","WRAZ","FOX","WRAL NEWS AT 5AM","NEWSCAST (LOCAL ONLY)","20","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","560","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","RALEIGH","N/A","Spot TV","01/06/2020","06:52:46","EARLY MORNING","WRAZ","FOX","WRAL MORNING NEWS","NEWSCAST (LOCAL ONLY)","30","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","560","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","RALEIGH","N/A","Spot TV","01/06/2020","08:24:36","EARLY MORNING","WRAZ","FOX","WRAL 8AM NEWS ON FOX50","NEWSCAST (LOCAL ONLY)","310","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","560","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","RALEIGH","N/A","Spot TV","01/06/2020","09:39:01","DAYTIME","WRAZ","FOX","WRAL 9AM NEWS ON FOX50","NEWSCAST (LOCAL ONLY)","240","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","560","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","RALEIGH","N/A","Spot TV","01/06/2020","10:43:22","DAYTIME","WRAZ","FOX","WENDY WILLIAMS SHOW","TALK","200","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","560","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","RALEIGH","N/A","Spot TV","01/06/2020","19:22:01","PRIME ACCESS","WRAZ","FOX","FAMILY FEUD","GAME SHOW","470","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","560","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","RALEIGH","N/A","Spot TV","01/06/2020","23:26:24","LATE FRINGE","WRAZ","FOX","ACCESS HOLLYWOOD","ENTERTAINMENT MAGAZINE","160","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","560","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","RALEIGH","N/A","Spot TV","01/07/2020","06:27:56","EARLY MORNING","WRAZ","FOX","WRAL MORNING NEWS","NEWSCAST (LOCAL ONLY)","30","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","560","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","RALEIGH","N/A","Spot TV","01/07/2020","08:42:52","EARLY MORNING","WRAZ","FOX","WRAL 8AM NEWS ON FOX50","NEWSCAST (LOCAL ONLY)","310","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","560","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","RALEIGH","N/A","Spot TV","01/07/2020","09:55:06","DAYTIME","WRAZ","FOX","WRAL 9AM NEWS ON FOX50","NEWSCAST (LOCAL ONLY)","240","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","560","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","RALEIGH","N/A","Spot TV","01/07/2020","10:53:38","DAYTIME","WRAZ","FOX","WENDY WILLIAMS SHOW","TALK","200","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","560","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","RALEIGH","N/A","Spot TV","01/07/2020","19:28:34","PRIME ACCESS","WRAZ","FOX","FAMILY FEUD","GAME SHOW","470","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","560","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","RALEIGH","N/A","Spot TV","01/07/2020","23:25:56","LATE FRINGE","WRAZ","FOX","ACCESS HOLLYWOOD","ENTERTAINMENT MAGAZINE","160","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","560","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","RALEIGH","N/A","Spot TV","01/08/2020","06:21:51","EARLY MORNING","WRAZ","FOX","WRAL MORNING NEWS","NEWSCAST (LOCAL ONLY)","20","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","560","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","RALEIGH","N/A","Spot TV","01/08/2020","08:08:53","EARLY MORNING","WRAZ","FOX","WRAL 8AM NEWS ON FOX50","NEWSCAST (LOCAL ONLY)","250","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","560","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","RALEIGH","N/A","Spot TV","01/08/2020","09:22:03","DAYTIME","WRAZ","FOX","WRAL 9AM NEWS ON FOX50","NEWSCAST (LOCAL ONLY)","200","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","560","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","RALEIGH","N/A","Spot TV","01/08/2020","10:44:17","DAYTIME","WRAZ","FOX","WENDY WILLIAMS SHOW","TALK","160","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","560","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","RALEIGH","N/A","Spot TV","01/08/2020","19:16:45","PRIME ACCESS","WRAZ","FOX","FAMILY FEUD","GAME SHOW","370","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","560","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","RALEIGH","N/A","Spot TV","01/08/2020","22:29:54","LATE NEWS","WRAZ","FOX","WRAL'S 10PM NEWS ON FOX5","NEWSCAST (LOCAL ONLY)","510","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","560","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","RALEIGH","N/A","Spot TV","01/10/2020","05:52:50","EARLY MORNING","WRAZ","FOX","WRAL NEWS AT 5AM","NEWSCAST (LOCAL ONLY)","20","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","560","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","RALEIGH","N/A","Spot TV","01/10/2020","09:40:31","DAYTIME","WRAZ","FOX","WRAL 9AM NEWS ON FOX50","NEWSCAST (LOCAL ONLY)","200","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","560","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","RALEIGH","N/A","Spot TV","01/12/2020","18:38:57","EARLY FRINGE","WRAZ","FOX","NFL FOOTBALL-FOX","PROFESSIONAL FOOTBALL - GAME","460","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","560","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","CHARLOTTE","N/A","Spot TV","01/01/2020","05:28:24","EARLY MORNING","WSOC","ABC","EYEWITNESS NEWS DAYBRK 5","NEWSCAST (LOCAL ONLY)","550","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","517","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","CHARLOTTE","N/A","Spot TV","01/01/2020","10:53:37","DAYTIME","WSOC","ABC","WENDY WILLIAMS SHOW","TALK","580","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","517","NC"
